,url,description,gpt3_description
2931,https://www.bbc.co.uk/news/av/uk-49601272/bethany-shipsey-dad-confronts-seller-of-diet-pills-that-killed-daughter,Bethany Shipsey died from a diet pill overdose. Her father confronts the man who sold her the drugs.,"Bethany Shipsey died after taking diet pills she bought online. Her father confronted the seller of the pills, who claimed that the pills were safe."
2932,http://feeds.reuters.com/~r/reuters/topNews/~3/bJ2eS44wpKY/in-mugabes-village-relatives-say-he-was-very-bitter-before-death-idUSKCN1VS0L6,"In the dusty village where Zimbabwe's founding father Robert Mugabe grew up, family members speak of the deep bitterness Mugabe felt from his ousting as head of state two years ago until his death in Singapore on Friday.","In the article, relatives of Mugabe say he was very bitter before his death. Mugabe's nephew says he was bitter about the way he was removed from power and the way his wife was treated."
2933,https://www.cnn.com/videos/us/2019/09/07/colorado-mountain-lion-boy-speaks-out-sot-ndwknd-vpx.cnn,An 8-year-old Colorado boy who was attacked by a mountain lion is speaking out about the incident. CNN's Christi Paul reports Pike Carlson has undergone two surgeries and has more than 60 staples in his head.,An 8-year-old boy in Colorado is speaking out after he was attacked by a mountain lion. The boy says he was playing with his brother when the lion came out of nowhere and attacked him.
2934,https://www.newsweek.com/fiba-world-cup-basketball-team-usa-greece-live-stream-odds-1458037,"Having qualified with a perfect record, Team USA takes on Greece and Giannis Antetokounmpo in the first game of the second group stage.","Having qualified for the FIBA World Cup, Team USA is set to take on Greece in their first game. The game will be streamed live, with Team USA being the heavy favorites to win."
2935,https://www.newsweek.com/college-football-2019-where-watch-georgia-murray-state-tv-channel-live-stream-odds-1458018,The Bulldogs are a 48.5-point favorite when they take on the Racers on Saturday afternoon in their first home game of the season.,The Bulldogs are set to take on Murray State in their first game of the 2019 season. The game will be broadcast on ESPNU and will be available to live stream on WatchESPN.
2936,https://www.irishtimes.com/sport/rugby/international/rory-best-receives-fitting-send-off-at-the-aviva-1.4011351,‘It is obviously incredibly special. This place has given me some wonderful memories’,"‘It is the end of an era’ – Joe Schmidt pays tribute to Rory Best
The Ireland head coach pays tribute to the retiring Ulster captain, who he says has been an “unbelievable servant” to Irish rugby."
2937,https://www.irishtimes.com/news/world/asia-pacific/india-loses-communication-with-its-unmanned-moon-attempt-1.4011275,Vikram lunar lander had aimed to land on south pole of the moon,"Vikram lunar lander, part of the Chandrayaan-2 mission, has lost communication with ground control in India. The lander was attempting a ""soft landing"" on the moon's surface."
2938,https://www.reuters.com/article/us-usa-trump-impeachment-idUSKCN1VS0LS,"The Democratic-led U.S. House of Representatives Judiciary Committee, criticized for an unorthodox impeachment probe of President Donald Trump, is poised to vote next week on a resolution to formalize the investigation, a person familiar with the matter said …",The Democratic-led U.S. House of Representatives on Wednesday launched a formal impeachment inquiry into President Donald Trump following a weeks-long campaign by Democrats to pressure him over his dealings with Ukraine.
2939,https://abcnews.go.com/US/inside-wrongfully-convicted-mans-24-year-quest-clear/story?id=65433721,"Sundhe Moses was exonerated in January 2018 for the murder of a little girl, but he was still considered a felony offender.",Sundhe Moses was wrongfully convicted of murder in 1995 and spent 24 years in prison before being exonerated in 2019. He is now on a quest to clear his name and get justice.
2940,https://www.bbc.co.uk/sport/football/49621186,"Cameroon's four-time African player of the year, Samuel Eto'o, signals 'the end' to his glittering 22-year career as a professional footballer.","Cameroon's four-time African champions have been thrown out of the 2022 World Cup and fined by Fifa for fielding an ineligible player. The player in question, Albert Ebosse, was killed by a projectile thrown from the stands while playing in Algeria in 2014."
2941,http://feeds.reuters.com/~r/reuters/topNews/~3/EW0Hzpv7iRA/british-lawmakers-prepare-court-action-to-enforce-brexit-delay-idUSKCN1VS06J,"British lawmakers are preparing legal action in case Prime Minister Boris Johnson tries to defy legislation compelling him to seek a further delay to Brexit, opposition Labour Party leader Jeremy Corbyn said on Saturday.","British lawmakers are preparing to take legal action to force Prime Minister Theresa May to seek a delay to Brexit, a move that could tie her hands if she refuses to ask for more time."
2942,http://www.bbc.co.uk/news/world-asia-49621405,There are fears that storm Lingling could damage crops in a country already suffering food shortages.,There are currently more than 1.6 million Rohingya refugees living in Bangladesh. The BBC has been given rare access to a refugee camp to see how people are living.
2943,https://www.businessinsider.com/boris-johnson-overpays-for-box-of-fish-during-scotland-visit-2019-9,"British Prime Minister Boris Johnson on Friday engaged in a bidding war for a box of fish during a visit to a market in northern Scotland. A video shared by ITV shows Johnson making an initial bid of £160 ($197) before gradually increasing his bids, eventuall…","British Prime Minister Boris Johnson was caught on camera overpaying for a box of fish during a visit to Scotland. He was quickly corrected by the shopkeeper, who refunded him the difference."
2944,https://www.businessinsider.com/election-2020-where-the-democratic-candidates-stand-on-climate-change-2019-9,"On Wednesday, the 2020 Democratic presidential candidates discussed their ideas about how to address climate change in a CNN town hall. The seven-hour televised event included individual sessions with each of the 10 candidates, during which they described the…","On Wednesday, Business Insider published an article discussing the climate change policies of the 2020 Democratic candidates. The article includes a brief overview of each candidate's plan and how they would address climate change if elected."
2945,https://www.irishtimes.com/life-and-style/food-and-drink/recipes/beetroot-mama-ganoush-1.3999047,"1. Put the beetroot, tahini, pomegranate molasses, garlic, lemon and cumin into a food processor. 2. Blend on high until it is all incorporated into a smooth paste. Turn the processor down to medium and slowly pour in the oil. Season generously with salt and …","1. Put the beetroot, tahini, garlic, lemon juice, olive oil and a pinch of salt into a food processor and blitz until smooth.
2. Season to taste, spoon into a serving dish and drizzle with a little more olive oil. Serve with flatbreads or crackers"
2946,http://feeds.reuters.com/~r/reuters/topNews/~3/YG_p1PdiCgA/zimbabweans-mourn-founder-mugabe-but-confused-over-burial-idUSKCN1VS0AM,"Zimbabweans on Saturday mourned the death of their founding father Robert Mugabe, but there was confusion over when his body would be returned from abroad for burial, two years after he was toppled in a coup.","Zimbabweans on Tuesday mourned the death of their founding father Robert Mugabe, but were confused over where he would be buried after a family feud erupted over the weekend."
